CD_MUNICIPIO,NM_MUNICIPIO,CD_CARGO,DS_CARGO,NR_VOTAVEL,NM_VOTAVEL,SQ_CANDIDATO,QT_VOTOS_TOTAL,QT_ZONAS_COM_VOTO,QT_SECOES_COM_VOTO,QT_LOCAIS_COM_VOTO
44458,DIVINÓPOLIS,13,Vereador,23222,JOSÉ ANTÔNIO DA SILVA,130002028759,351,2,184,52
44458,DIVINÓPOLIS,13,Vereador,43999,EDENILSON DOS SANTOS ROCHA,130001954975,349,2,105,45
44458,DIVINÓPOLIS,13,Vereador,12012,JANAINA DA SILVA RIBEIRO,130002024116,341,2,217,56
44458,DIVINÓPOLIS,13,Vereador,10400,PAULINA ALVES VIEIRA,130002134997,338,2,127,50
44458,DIVINÓPOLIS,13,Vereador,43123,WILLIAN VINÍCIUS SILVA SOARES,130001954977,337,2,228,57
44458,DIVINÓPOLIS,13,Vereador,44555,HELIO VICENTE CARDOSO,130001972914,337,2,80,43
44458,DIVINÓPOLIS,13,Vereador,70123,RONAN JOSÉ DA SILVA,130002170044,336,2,188,54
44458,DIVINÓPOLIS,13,Vereador,11100,VICENTE DE PAULA SILVA,130002136094,335,2,164,56
44458,DIVINÓPOLIS,13,Vereador,45123,CARLOS EDUARDO ROCHA MUSSOLINI,130002028767,329,2,209,59
44458,DIVINÓPOLIS,13,Vereador,18123,EDUARDO DA SILVA,130001973087,329,2,223,64
44458,DIVINÓPOLIS,13,Vereador,25250,ADILIO DE CASTRO,130001926616,323,2,214,61
44458,DIVINÓPOLIS,13,Vereador,25025,GEUSA GERALDA LAMOUNIER XAVIER,130001926618,321,2,202,57
44458,DIVINÓPOLIS,13,Vereador,36600,TEREZA MARIA DUTRA OLIVEIRA,130002062862,317,2,161,52
44458,DIVINÓPOLIS,13,Vereador,44800,WALDEMAR RAIMUNDO MANOEL,130001972916,317,2,187,59
44458,DIVINÓPOLIS,13,Vereador,70007,FREDY DANIEL DA SILVEIRA,130002170041,308,2,195,55
44458,DIVINÓPOLIS,13,Vereador,65555,CLAUDIA APARECIDA DOS SANTOS SOUZA,130001954987,301,2,219,63
44458,DIVINÓPOLIS,13,Vereador,22122,LIDIANE MARTINS DA SILVA,130001923798,298,2,204,62
44458,DIVINÓPOLIS,13,Vereador,30300,CLEITON APOLINÁRIO PEREIRA FLOR,130002135806,292,2,174,56
44458,DIVINÓPOLIS,13,Vereador,30444,CARLOS DANIEL MENDES GUEDES,130002135804,290,2,184,55
44458,DIVINÓPOLIS,13,Vereador,23022,PEDRO HENRIQUE DE SOUZA BREVES,130002028771,286,2,145,47
44458,DIVINÓPOLIS,13,Vereador,22150,CLIDENÔR PINTO DA SILVA,130001923809,276,2,172,59
44458,DIVINÓPOLIS,13,Vereador,11200,GRAZIELA GOMES FERREIRA,130002136078,273,2,149,47
44458,DIVINÓPOLIS,13,Vereador,22022,WILLIAM JOSÉ CARDOSO MARTINS,130001923806,270,2,188,58
44458,DIVINÓPOLIS,13,Vereador,70177,CINTIA MARILIA MARÇAL SANTIAGO,130002170046,270,2,122,47
44458,DIVINÓPOLIS,13,Vereador,77077,LUIZ OTÁVIO AFONSO LAMOUNIER,130001906614,261,2,152,56
44458,DIVINÓPOLIS,13,Vereador,25500,DEBORAH AMARAL DONNINI,130001926625,260,2,197,60
